10,396
20,397
30,393
40,393
50,391
60,388
70,390
80,385
90,387
100,385
110,381
120,384
130,379
140,381
150,379
160,376
171,379
181,375
191,376
201,377
211,374
221,377
231,374
241,376
251,376
261,372
271,376
281,372
291,374
301,374
311,371
321,375
331,370
342,372
352,373
362,368
372,372
382,369
392,368
402,370
412,366
422,369
432,365
442,365
452,367
462,362
472,366
482,363
492,362
502,364
512,359
522,363
532,359
542,358
552,360
562,355
572,358
582,354
592,353
602,355
612,351
622,354
632,351
642,351
652,351
662,348
672,351
683,347
693,346
703,348
713,343
723,345
733,342
743,340
753,342
763,336
773,339
783,336
793,334
803,336
813,330
823,334
833,331
843,329
854,330
864,326
874,328
884,326
894,323
904,325
914,320
924,322
934,320
944,316
954,318
964,313
974,315
984,312
994,309
1004,311
1014,305
1024,307
1034,304
1044,302
1054,303
1064,297
1074,299
1084,297
1094,294
1104,296
1114,290
1124,293
1134,289
1144,287
1154,289
1164,284
1174,286
1184,284
1195,281
1205,283
1215,278
1225,278
1235,278
1245,273
1255,276
1265,270
1275,270
1285,270
1295,267
1305,270
1315,268
1325,269
1335,269
1345,267
1355,271
1366,268
1376,270
1386,271
1396,269
1406,274
1416,271
1426,273
1436,275
1446,272
1456,276
1466,274
1476,276
1486,278
1496,276
1506,280
1516,277
1526,279
1536,280
1546,278
1556,280
1566,279
1576,279
1586,281
1596,279
1606,281
1616,280
1626,280
1636,282
1646,279
1656,282
1666,278
1676,280
1686,281
1696,278
1707,282
1717,279
1727,279
1737,281
1747,278
1757,281
1767,279
1777,279
1787,282
1797,278
1807,282
1817,280
1827,280
1837,281
1847,278
1857,282
1867,279
1878,279
1888,281
1898,277
1908,280
1918,278
1928,277
1938,280
1948,276
1958,278
1968,277
1978,276
1988,279
1998,276
2008,279
2018,277
2028,276
2038,279
2048,276
2058,279
2068,277
2078,276
2088,280
2098,276
2108,280
2118,279
2128,277
2138,281
2148,277
2158,281
2168,280
2178,281
2188,283
2198,280
2208,285
2219,284
2229,283
2239,288
2249,284
2259,286
2269,286
2279,285
2289,288
2299,284
2309,286
2319,285
2329,282
2339,284
2349,280
2359,281
2369,280
2379,276
2390,278
2400,274
2410,276
2420,276
2430,274
2440,278
2450,275
2460,276
2470,278
2480,276
2490,280
2500,278
2510,281
2520,282
2530,279
2540,284
2550,281
2560,283
2570,283
2580,280
2590,284
2600,280
2610,282
2620,281
2630,278
2640,281
2650,277
2660,279
2670,279
2680,276
2690,278
2700,275
2710,277
2720,277
2731,274
2741,278
2751,275
2761,276
2771,278
2781,275
2791,280
2801,277
2811,278
2821,280
2831,279
2841,283
2851,281
2861,281
2871,283
2881,281
2891,284
2902,283
2912,281
2923,285
2933,281
2944,283
2954,284
2964,280
2974,284
2985,281
2996,280
3006,282
