10,434
20,434
30,434
40,424
50,435
60,425
70,426
80,424
90,411
100,414
110,396
120,393
130,390
140,384
150,396
160,390
171,395
181,406
191,401
201,417
211,414
221,423
231,438
241,436
251,456
261,455
271,469
281,485
291,487
301,506
311,508
321,517
331,527
342,522
352,534
362,529
372,527
382,536
392,524
402,532
412,522
422,516
432,519
442,508
452,513
462,506
472,503
482,507
492,497
502,502
512,493
522,491
532,495
542,483
552,489
562,480
572,477
582,481
592,468
602,474
612,466
622,460
632,466
642,453
652,460
662,450
672,445
683,448
693,434
703,436
713,432
723,420
733,427
743,412
753,416
763,411
773,404
783,412
793,400
803,404
813,401
823,398
833,408
843,397
854,404
864,405
874,398
884,409
894,396
904,397
914,393
924,379
934,383
944,366
954,364
964,358
974,344
984,349
994,332
1004,329
1014,325
1024,312
1034,318
1044,305
1054,307
1064,308
1074,294
1084,298
1094,282
1104,279
1114,275
1124,263
1134,268
1144,255
1154,262
1164,260
1174,248
1184,257
1195,246
1205,248
1215,254
1225,247
1235,263
1245,259
1255,267
1265,279
1275,274
1285,286
1295,280
1305,286
1315,296
1325,291
1335,307
1345,304
1355,308
1366,317
1376,306
1386,313
1396,306
1406,302
1416,309
1426,297
1436,307
1446,304
1456,305
1466,316
1476,311
1486,324
1496,324
1506,328
1516,343
1526,340
1536,357
1546,357
1556,358
1566,368
1576,358
1586,367
1596,358
1606,353
1616,360
1626,347
1636,354
1646,346
1656,343
1666,349
1676,340
1686,350
1696,346
1707,344
1717,357
1727,348
1737,359
1747,364
1757,362
1767,375
1777,365
1787,368
1797,362
1807,352
1817,356
1827,340
1837,342
1847,335
1857,325
1867,334
1878,320
1888,324
1898,325
1908,315
1918,327
1928,317
1938,322
1948,325
1958,317
1968,326
1978,312
1988,307
1998,296
