10,464
20,462
30,461
40,458
50,459
60,455
70,454
80,453
90,449
100,450
110,445
120,444
130,442
140,438
150,438
160,432
171,431
181,429
191,424
201,424
211,420
221,417
231,416
241,411
251,413
261,408
271,407
281,407
291,402
301,405
311,401
321,401
331,403
342,400
352,404
362,403
372,403
382,408
392,406
402,411
412,411
422,413
432,417
442,416
452,421
462,422
472,422
482,427
492,425
502,431
512,430
522,432
532,436
542,434
552,439
562,438
572,440
582,444
592,442
602,447
612,447
622,448
632,453
642,451
652,458
662,457
672,459
683,464
693,463
703,468
713,469
723,470
733,474
743,473
753,477
763,478
773,478
783,482
793,481
803,485
813,484
823,485
833,489
843,486
854,490
864,491
874,490
884,494
894,493
904,495
914,497
924,496
934,500
944,499
954,503
964,504
974,504
984,509
994,507
1004,511
1014,513
1024,513
1034,518
1044,517
1054,521
1064,523
1074,521
1084,527
1094,524
1104,528
1114,529
1124,528
1134,533
1144,531
1154,534
1164,535
1174,533
1184,538
1195,536
1205,538
1215,540
1225,538
1235,542
1245,538
1255,541
1265,541
1275,539
1285,542
1295,538
1305,539
1315,540
1325,536
1335,539
1345,535
1355,535
1366,534
1376,530
1386,530
1396,526
1406,523
1416,522
1426,517
1436,517
1446,511
1456,508
1466,505
1476,498
1486,497
1496,491
1506,488
1516,486
1526,480
1536,481
1546,475
1556,473
1566,472
1576,466
1586,468
1596,463
1606,461
1616,461
1626,457
1636,459
1646,455
1656,453
1666,454
1676,450
1686,452
1696,448
1707,446
1717,447
1727,442
1737,443
1747,440
1757,438
1767,439
1777,433
1787,434
1797,430
1807,429
1817,428
1827,423
1837,424
1847,420
1857,417
1867,417
1878,410
1888,412
1898,408
1908,403
1918,404
1928,398
1938,398
1948,396
1958,391
1968,393
1978,388
1988,389
1998,386
