491
478
493
528
566
585
604
608
645
691
727
803
883
975
1023
1023
1023
1023
1023
1023
1023
988
793
456
27
0
6
48
82
121
145
162
176
195
213
232
238
242
241
246
251
251
247
245
244
243
241
239
254
291
291
299
283
286
287
268
239
217
235
223
220
229
238
245
256
261
255
248
240
233
226
223
230
261
313
314
255
199
200
243
273
295
324
335
331
316
215
183
195
202
155
159
195
216
209
207
212
221
229
248
