Time_s,Voltage_V
0,-0.975186629438855
0.0005,-0.923576833651855
0.001,-0.871967041653033
0.0015,-0.820357253355157
0.002,-0.768090019207508
0.0025,-0.715822788675624
0.003,-0.662240662920943
0.0035,-0.608987265438351
0.004,-0.555733871422939
0.0045,-0.501494306909243
0.005,-0.447912194997395
0.0055,-0.393015187968928
0.006,-0.33910435790389
0.0065,-0.284207357257458
0.007,-0.22865291061972
0.0075,-0.174742089559948
0.008,-0.119187648785434
0.0085,-0.0646193842559739
0.009,-0.0097223978767471
0.0095,0.0451745859639885
0.01,0.100400291803662
0.0105,0.155625995287477
0.011,0.210194247710901
0.0115,0.265091222435134
0.012,0.319988195146421
0.0125,0.374556441579147
0.013,0.428795961869565
0.0135,0.483692929201489
0.014,0.536288824549048
0.0145,0.591185788856499
0.015,0.644110405824383
0.0155,0.69703502159504
0.016,0.750945809196789
0.0165,0.802884249920959
0.017,0.855151414064079
0.0175,0.906432404519018
0.018,0.957713394287685
0.0185,1.00833693488002
0.019,1.05863175068444
0.0195,1.10859784179063
0.02,1.15790648400455
0.0205,1.20622895313453
0.021,1.25488014637764
0.0215,1.30188771813701
0.022,1.34889528987424
0.0225,1.39524541309824
0.023,1.44093808786908
0.0235,1.48498714139919
0.024,1.52936491941781
0.0245,1.57275652484697
0.025,1.61516195771952
0.0255,1.65723866664163
0.026,1.69865792735917
0.0265,1.73843356700948
0.027,1.77788048278224
0.0275,1.81666995040169
0.028,1.85513069418955
0.0285,1.89096164398356
0.029,1.92679259424461
0.0295,1.9619660963595
0.03,1.99549597735075
0.0305,2.02836841016438
0.031,2.06091211912983
0.0315,2.0904973095313
0.032,2.12205484643305
0.0325,2.1506538646888
0.033,2.17892415902161
0.0335,2.20555083199006
0.034,2.23152005662792
0.0345,2.25650310854721
0.035,2.27951381459108
0.0355,2.30252452095812
0.036,2.32389160573792
0.0365,2.34394379325785
0.037,2.36366725664763
0.0375,2.38141837391906
0.038,2.39851204260365
0.0385,2.41396208947166
0.039,2.42842596328579
0.0395,2.44288983724737
0.04,2.45373774281647
0.0405,2.46590054613124
0.041,2.47576227862769
0.0415,2.48365166467629
0.042,2.49186977519254
0.0425,2.49778681479539
0.043,2.50271768115111
0.0435,2.50666237424885
0.044,2.50962089407986
0.0445,2.51093579178465
0.045,2.51093579178465
0.0455,2.50994961850594
0.046,2.50764854752512
0.0465,2.50436130327375
0.047,2.49943043691193
0.0475,2.4941708461461
0.048,2.48661018445636
0.0485,2.47872079839054
0.049,2.46885906587271
0.0495,2.45866860901225
0.05,2.44650580576103
0.0505,2.43368555380011
0.051,2.41955040433704
0.0515,2.4037716330083
0.052,2.38733541305663
0.0525,2.37024174450137
0.053,2.35117572980443
0.0535,2.33112354219065
0.054,2.30975645731288
0.0545,2.28806064834641
0.055,2.26472121781198
0.0555,2.24039561450465
0.056,2.21475511409615
0.0565,2.18812844099097
0.057,2.16084431957328
0.0575,2.13191657681816
0.058,2.10233138581115
0.0585,2.0714312978911
0.059,2.0402024860954
0.0595,2.00798750176395
0.06,1.97347144762702
0.0605,1.93961284262217
0.061,1.90411061650063
0.0615,1.86762221791974
0.062,1.83047637119284
0.0625,1.79201562770937
0.063,1.75322616037349
0.0635,1.71279307198241
0.064,1.67203125971026
0.0645,1.63094072352361
0.065,1.5885352905304
0.0655,1.54580113356296
0.066,1.50142335545283
0.0665,1.45671685329244
0.067,1.41201035130838
0.0675,1.36533150377532
0.068,1.31963882914172
0.0685,1.27197380884232
0.069,1.22430878847701
0.0695,1.17565759513724
0.07,1.12602022873915
0.0705,1.07704031060922
0.071,1.02641677067966
0.0715,0.975464505986385
0.072,0.925498413611148
0.0725,0.873559974824557
0.073,0.821621535277713
0.0735,0.770011819190869
0.074,0.71708720491676
0.0745,0.663505140930243
0.075,0.610580524412014
0.0755,0.556669733622416
0.076,0.503416390123427
0.0765,0.448519423376604
0.077,0.394608628068082
0.0775,0.339382933546974
0.078,0.285143410300001
0.0785,0.229917711921976
0.079,0.175349460266828
0.0795,0.120123757598489
0.08,0.0645693281708689
0.0805,0.0100010696581246
0.081,-0.0445671913255327
0.0815,-0.0991354548832116
0.082,-0.154032445621732
0.0825,-0.209586888216786
0.083,-0.263826435647152
0.0835,-0.318394710586924
0.084,-0.373620437770298
0.0845,-0.427859994439445
0.085,-0.48209955436724
0.0855,-0.535681668382448
0.086,-0.589921235088748
0.0865,-0.643503355997938
0.087,-0.696099306377046
0.0875,-0.749023985014443
0.088,-0.801619942578871
0.0885,-0.852901004785348
0.089,-0.905168244992881
0.0895,-0.955791864967147
0.09,-1.00674421347989
0.0905,-1.05736784095565
0.091,-1.10667657272895
0.0915,-1.15565658332668
0.092,-1.20430787274834
0.0925,-1.25230171602415
0.093,-1.29930938807911
0.0935,-1.34697451384009
0.094,-1.3933247432636
0.0945,-1.43803135103107
0.095,-1.48339541248556
0.0955,-1.52711585198578
0.096,-1.56985011949326
0.0965,-1.61258439034694
0.097,-1.65466121419731
0.0975,-1.69608059093623
0.098,-1.73585634470169
0.0985,-1.77497465098147
0.099,-1.81409296026431
0.0995,-1.85025274465822
0.1,-1.88706998237824
0.1005,-1.92322977210768
0.101,-1.95774593753925
0.1015,-1.99226210544702
0.102,-2.02447719775137
0.1025,-2.05669229225671
0.103,-2.08726376154606
