Time_s,Input_Voltage_V,Output_Voltage_V
0,0.220713428657186,-2.19672936181889
0.0001,0.206578279242692,-2.05570611586144
0.0002,0.189813334405522,-1.8798380247524
0.0003,0.169761145218187,-1.6776719786499
0.0004,0.147407884795031,-1.44756437813754
0.0005,0.122096104161632,-1.19707592408288
0.0006,0.0957981497418109,-0.925220457662642
0.0007,0.0671991237012131,-0.641531007926269
0.0008,0.0382713725630598,-0.346993747476272
0.0009,0.00901489628908818,-0.0478544360442723
0.001,-0.0215564785546432,0.251613522244206
0.0011,-0.0511416807723754,0.546479279111141
0.0012,-0.0794119858238795,0.83246943727558
0.0013,-0.107024842604601,1.10596804753083
0.0014,-0.132665353089356,1.35974319104818
0.0015,-0.15633351715054,1.59412360338675
0.0016,-0.177043161133608,1.79990501095055
0.0017,-0.195451733904337,1.97840231247276
0.0018,-0.209915612737977,2.1259995385811
0.0019,-0.22207842009588,2.23842326830585
0.002,-0.2302965332573,2.31567349617307
0.0021,-0.234569952127435,2.35643532004166
0.0022,-0.235556125715403,2.35873639077617
0.0023,-0.232597604954371,2.3235628813545
0.0024,-0.226023114405105,2.25058606990151
0.0025,-0.215175205091298,2.1404634098592
0.0026,-0.201368775220984,1.99911194493709
0.0027,-0.184603824911035,1.82488805800809
0.0028,-0.164551629793909,1.62272261632796
0.0029,-0.142198363551519,1.39261561887053
0.003,-0.118201475306303,1.14048409712105
0.0031,-0.0912460672177816,0.870272731838733
0.0032,-0.0623183129182693,0.585268750856101
0.0033,-0.0333905593515545,0.290403000515816
0.0034,-0.00347663312214948,-0.00775005110859482
0.0035,0.0264372923570552,-0.30721807571233
0.0036,0.0560224926592108,-0.60241277216437
0.0037,0.0846215189516804,-0.889718179880345
0.0038,0.11190564688685,-1.16223108167847
0.0039,0.137874876560936,-1.415678046714
0.004,0.161214310393873,-1.65005906142688
0.0041,0.182252672942731,-1.85551234987923
0.0042,0.200332515503147,-2.03532513749102
0.0043,0.215453838193718,-2.18160798603508
0.0044,0.22761664111128,-2.29436086566341
0.0045,0.235177302332712,-2.37161139762675
0.0046,0.239450719527438,-2.41105848314826
0.0047,0.2407656171233,-2.41303083752066
0.0048,0.237478373131428,-2.37719973451991
0.0049,0.230903885125441,-2.30685244010997
0.005,0.220384704253785,-2.19804426408503
0.0051,0.206578279242692,-2.05702101772226
0.0052,0.189155885584299,-1.88115292613101
0.0053,0.169432420802853,-1.67832942907758
0.0054,0.147079160374292,-1.44690692798715
0.0055,0.122424828588535,-1.19641847420834
0.0056,0.0957981497418109,-0.925877907268033
0.0057,0.0671991237012131,-0.639887384536906
0.0058,0.0382713725630598,-0.347322472043212
0.0059,0.00835744737594857,-0.0468682626276683
0.006,-0.0215564785546432,0.251942246640562
0.0061,-0.0511416807723754,0.548451625149527
0.0062,-0.0797407103053621,0.833455610182668
0.0063,-0.107353567094212,1.10629677181336
0.0064,-0.132665353089356,1.36040063960427
0.0065,-0.156004792646122,1.59346615481513
0.0066,-0.176714436622777,1.79990501095055
0.0067,-0.195123009387733,1.97873103679617
0.0068,-0.210244337259273,2.12534208988921
0.0069,-0.221749695570798,2.23809454393961
0.007,-0.2302965332573,2.31501604740973
0.0071,-0.234569952127435,2.35479169809057
0.0072,-0.235556125715403,2.35775021760381
0.0073,-0.2322688804259,2.32224798382151
0.0074,-0.22536566535251,2.2512435186389
0.0075,-0.215503929614273,2.14210703160223
0.0076,-0.202026224258248,2.00075556656911
0.0077,-0.184603824911035,1.82554550661754
0.0078,-0.164551629793909,1.62206516775288
0.0079,-0.142527088051712,1.39261561887053
0.008,-0.117215301828058,1.14015537283991
0.0081,-0.0909173427329318,0.870272731838733
0.0082,-0.0626470373948002,0.585926199523613
0.0083,-0.0330618348833572,0.291389173679271
0.0084,-0.00347663312214948,-0.00873622449226165
0.0085,0.0264372923570552,-0.30721807571233
0.0086,0.0563512171030458,-0.604385120141026
0.0087,0.0846215189516804,-0.888074555951921
0.0088,0.11190564688685,-1.16190235675927
0.0089,0.13754615213786,-1.41666422188614
0.009,0.160885585976485,-1.64841543544711
0.0091,0.182252672942731,-1.85649852586437
0.0092,0.200332515503147,-2.03532513749102
0.0093,0.21512511378911,-2.18226543714554
0.0094,0.226959192307552,-2.29337468874866
0.0095,0.235177302332712,-2.37128267192943
0.0096,0.240108168325517,-2.41040103169284
0.0097,0.240436892724445,-2.41270211179128
0.0098,0.237807097530948,-2.37719973451991
0.0099,0.230903885125441,-2.30718116575814
0.01,0.220384704253785,-2.19705808738506
0.0101,0.206907003649274,-2.05537739039681
0.0102,0.189813334405522,-1.88049547544127
0.0103,0.169761145218187,-1.67734325343637
0.0104,0.147079160374292,-1.44855055336454
0.0105,0.122096104161632,-1.19641847420834
0.0106,0.0957981497418109,-0.92653535687404
0.0107,0.0678565725829413,-0.640544833892248
0.0108,0.0379426481144332,-0.347322472043212
0.0109,0.00835744737594857,-0.0468682626276683
0.011,-0.0215564785546432,0.251284797847776
0.0111,-0.0511416807723754,0.547465452130572
0.0112,-0.0800694347869405,0.832798161577976
0.0113,-0.107024842604601,1.10563932324829
0.0114,-0.132336628592156,1.36040063960427
0.0115,-0.156004792646122,1.59313743052935
0.0116,-0.177043161133608,1.80089118385703
0.0117,-0.195123009387733,1.97873103679617
0.0118,-0.210244337259273,2.1259995385811
0.0119,-0.22207842009588,2.23579347337765
0.012,-0.2302965332573,2.31534477179136
0.0121,-0.234898676656651,2.35446297370057
0.0122,-0.235556125715403,2.35709276882259
0.0123,-0.231940155897534,2.32191925943844
0.0124,-0.225694389878754,2.25025734553292
0.0125,-0.215175205091298,2.14144958290485
0.0126,-0.201697499739564,1.99878322061082
0.0127,-0.184932549424332,1.8252167823128
0.0128,-0.164551629793909,1.62140771917788
0.0129,-0.142198363551519,1.39360179170588
0.013,-0.117544026320708,1.13982664855876
0.0131,-0.0909173427329318,0.870272731838733
0.0132,-0.0623183129182693,0.584282577854456
0.0133,-0.0333905593515545,0.290731724903704
0.0134,-0.00347663312214948,-0.00873622449226165
0.0135,0.0264372923570552,-0.307546800265622
0.0136,0.0560224926592108,-0.602741496826817
0.0137,0.0842927945152012,-0.889060730308521
0.0138,0.11190564688685,-1.16091618200268
