Time_s,Input_Voltage_V,Output_Voltage_V
0,4.90405323340498,-10.6526807658716
0.0001,4.91851716089439,-10.6526807658716
0.0002,4.85540184442352,-10.6526807658716
0.0003,4.71437859125996,-10.6526807658716
0.0004,4.49774854864996,-10.6526807658716
0.0005,4.21044268873184,-10.6526807658716
0.0006,3.8544334621552,-10.6526807658716
0.0007,3.4366241847305,-10.6526807658716
0.0008,2.96391813882731,-10.6526807658716
0.0009,2.44453345929787,-10.6526807658716
0.001,1.88570205499442,-10.6526807658716
0.0011,1.29695685396863,-10.6526807658716
0.0012,0.71347123744399,-6.36006561512257
0.0013,0.116836513320012,-0.385125798008615
0.0014,-0.481113380520688,5.6025957657958
0.0015,-1.07117428547954,10.8905389549622
0.0016,-1.65400376379909,10.8905389549622
0.0017,-2.22664338933029,10.8905389549622
0.0018,-2.76279516303948,10.8905389549622
0.0019,-3.2545696063336,10.8905389549622
0.002,-3.69309098952948,10.8905389549622
0.0021,-4.07244206270487,10.8905389549622
0.0022,-4.38440444770093,10.8905389549622
0.0023,-4.62864921520919,10.8905389549622
0.0024,-4.798272900308,10.8905389549622
0.0025,-4.89261790506882,10.8905389549622
0.0026,-4.90773940733738,10.8905389549622
0.0027,-4.84560976245699,10.8905389549622
0.0028,-4.7032704739721,10.8905389549622
0.0029,-4.48696749956351,10.8905389549622
0.003,-4.19801592156166,10.8905389549622
0.0031,-3.84233303632459,10.8905389549622
0.0032,-3.42550740754272,10.8905389549622
0.0033,-2.95312757303537,10.8905389549622
0.0034,-2.43308310749699,10.8905389549622
0.0035,-1.8732635179119,10.8905389549622
0.0036,-1.28944763839499,10.8905389549622
0.0037,-0.70365997453248,6.26793821302638
0.0038,-0.10866846505363,0.292046622454555
0.0039,0.489281243150062,-5.6986610331428
0.004,1.07934138059609,-10.6526807658716
0.0041,1.66578549818651,-10.6526807658716
0.0042,2.23842326830585,-10.6526807658716
0.0043,2.77391536098092,-10.6526807658716
0.0044,3.26535861117692,-10.6526807658716
0.0045,3.70387745338448,-10.6526807658716
0.0046,4.0842122453023,-10.6526807658716
0.0047,4.39748733224193,-10.6526807658716
0.0048,4.64238771642342,-10.6526807658716
0.0049,4.81266752065007,-10.6526807658716
0.005,4.90372450778576,-10.6526807658716
0.0051,4.91720225837563,-10.6526807658716
0.0052,4.85277203976575,-10.6526807658716
0.0053,4.71273496385688,-10.6526807658716
0.0054,4.49709109798519,-10.6526807658716
0.0055,4.20912778813091,-10.6526807658716
0.0056,3.85377601225749,-10.6526807658716
0.0057,3.43629545998442,-10.6526807658716
0.0058,2.96391813882731,-10.6526807658716
0.0059,2.44453345929787,-10.6526807658716
0.006,1.88537333068293,-10.6526807658716
0.0061,1.29728557824653,-10.6526807658716
0.0062,0.713142513128035,-6.35842196299946
0.0063,0.116836513320012,-0.37855130642641
0.0064,-0.480455931290271,5.6048968491527
0.0065,-1.07084556060657,10.8905389549622
0.0066,-1.6543324889981,10.8905389549622
0.0067,-2.22598593815462,10.8905389549622
0.0068,-2.76246643702517,10.8905389549622
0.0069,-3.25391215341772,10.8905389549622
0.007,-3.6927622626331,10.8905389549622
0.0071,-4.07211333539699,10.8905389549622
0.0072,-4.38637681372178,10.8905389549622
0.0073,-4.63095031097908,10.8905389549622
0.0074,-4.80123145393685,10.8905389549622
0.0075,-4.89426154657606,10.8905389549622
0.0076,-4.9093830489427,10.8905389549622
0.0077,-4.84593849069692,10.8905389549622
0.0078,-4.70425665815047,10.8905389549622
0.0079,-4.48532386060821,10.8905389549622
0.008,-4.1967010117611,10.8905389549622
