Time_s,Voltage_V
0,-2.46792803793199
0.0005,1.78478369308809
0.001,0.383760723931506
0.0015,-2.22204123112104
0.002,2.24236796070573
0.0025,-0.398932230483487
0.003,-1.75820966221034
0.0035,2.48102186932165
0.004,-1.14283631173564
0.0045,-1.12212664278394
0.005,2.47707717629927
0.0055,-1.77497465098147
0.006,-0.376250234383639
0.0065,2.231191332263
0.007,-2.23256044995504
0.0075,0.406771429593829
0.008,1.76801875379797
0.0085,-2.4715440214456
0.009,1.15100327411118
0.0095,1.13226599008888
0.01,-2.46825676370466
0.0105,1.78281134728499
0.011,0.386390518880079
0.0115,-2.22302740787616
0.012,2.24072433887134
0.0125,-0.395973709221448
0.013,-1.76018201380194
0.0135,2.48069314490268
0.014,-1.14053523737471
0.0145,-1.12475644197898
0.015,2.47773462513554
0.0155,-1.77300229933277
0.016,-0.37855130642641
0.0165,2.23283495408825
0.017,-2.23157427317877
0.0175,0.404141634676628
0.018,1.76999109959258
0.0185,-2.47121529567034
0.019,1.14903092842644
0.0195,1.13489578434002
0.02,-2.46891421525077
0.0205,1.78083900148303
0.021,0.38934903819234
0.0215,-2.22401358463346
0.022,2.23973816577147
0.0225,-0.393672637135333
0.023,-1.76182564013408
0.0235,2.48003569606498
0.024,-1.1375767132085
0.0245,-1.12705751628343
0.025,2.47806334955379
0.0255,-1.77135867296467
0.026,-0.381181103053699
0.0265,2.23382112718415
0.027,-2.23025937081382
0.0275,0.401511839755418
0.028,1.77229216968771
0.0285,-2.47088656989534
0.029,1.14574368561762
0.0295,1.13719685430911
0.03,-2.46891421525077
0.0305,1.77886665568222
0.031,0.392307557499444
0.0315,-2.22565721256715
0.032,2.23875199267216
0.0325,-0.390714115890204
0.033,-1.76379799173962
0.0335,2.48003569606498
0.034,-1.13593308867761
0.0345,-1.12902986569378
0.035,2.47872079839054
0.0355,-1.76905759605824
0.036,-0.383810899688444
0.0365,2.23546474901191
0.037,-2.2282870172737
0.0375,0.398882044830187
0.038,1.77393579118516
0.0385,-2.47055784412059
0.039,1.14377133993177
0.0395,1.13982664855876
0.04,-2.46957166679792
0.0405,1.77722303418241
0.041,0.394608628068082
0.0415,-2.22664338933029
0.042,2.23743709520731
0.0425,-0.388413043817221
0.043,-1.76577034335276
0.0435,2.4793782472276
0.044,-1.13264583962845
0.0445,-1.13198838982064
0.045,2.47904952280903
0.0455,-1.76675651916218
0.046,-0.386440696330655
0.0465,2.23645092210933
0.047,-2.22762956609561
0.0475,0.396252249900924
0.048,1.77623686128291
0.0485,-2.46957166679792
0.049,1.14114154568329
0.0495,1.14212771852656
0.05,-2.47022911834611
0.0505,1.77525068838368
0.051,0.397238422999871
0.0515,-2.2282870172737
0.052,2.23612219774346
0.0525,-0.385125798008615
0.053,-1.76807142024437
0.0535,2.47872079839054
0.054,-1.13067349020703
0.0545,-1.13428946415093
0.055,2.48003569606498
0.0555,-1.76478416754524
0.056,-0.389399217562083
0.0565,2.23776581957343
0.057,-2.22631466374233
0.0575,0.393293730600669
0.058,1.77853793138219
0.0585,-2.46924294102421
0.059,1.13916919999642
0.0595,1.14508623705572
0.06,-2.47055784412059
0.0605,1.77360706688561
0.061,0.400525666658928
0.0615,-2.22927319404267
0.062,2.23513602464624
0.0625,-0.382167276790854
0.063,-1.77004377187401
0.0635,2.47904952280903
0.064,-1.12771496608621
0.0645,-1.13626181358346
0.065,2.48069314490268
0.0655,-1.7628118159359
0.066,-0.3920290142202
0.0665,2.23908071703853
0.067,-2.22467103580621
0.0675,0.390992660030255
0.068,1.78083900148303
0.0685,-2.46858548947758
0.069,1.13686813002785
0.0695,1.14771603130306
0.07,-2.47088656989534
0.0705,1.77130599678961
0.071,0.403155461581645
0.0715,-2.2299306452232
0.072,2.23349240281879
0.0725,-0.379537480160771
0.073,-1.77168739823787
0.0735,2.47806334955379
0.074,-1.12541389177942
0.0745,-1.13954906265112
0.075,2.48069314490268
0.0755,-1.76083946433417
0.076,-0.394658810885821
0.0765,2.24039561450465
0.077,-2.22368485904745
0.0775,0.387705416352833
0.078,1.78215389868421
0.0785,-2.46825676370466
0.079,1.13423833577732
0.0795,1.14968837698807
0.08,-2.4715440214456
0.0805,1.7696623752934
0.081,0.406113980864904
0.0815,-2.23124554758717
0.082,2.23217750535796
0.0825,-0.376907683538135
0.083,-1.77365974988149
0.0835,2.47806334955379
0.084,-1.12344154238012
0.0845,-1.14152141209981
0.085,2.48102186932165
0.0855,-1.75853838747508
0.086,-0.397617332143627
0.0865,2.24138178760491
0.087,-2.22236995670584
0.0875,0.385075621406304
0.088,1.78412624448693
0.0885,-2.46759931215959
0.089,1.13095109296301
0.0895,1.15198944695339
0.09,-2.47187274722113
0.0905,1.76769002949898
0.091,0.408743775779105
0.0915,-2.23288917554761
0.092,2.23086260789813
0.0925,-0.37493533607604
0.093,-1.77596082680868
0.0935,2.47707717629927
0.094,-1.12048301829248
0.0945,-1.14415121137417
0.095,2.4813505937407
0.0955,-1.75722348641739
0.096,-0.40057585341096
0.0965,2.2426966850728
0.097,-2.22105505436811
0.0975,0.382445826455683
0.098,1.78576986599007
0.0985,-2.46759931215959
0.099,1.12897874727381
0.0995,1.1546192411988
0.1,-2.47187274722113
0.1005,1.76538895940689
0.101,0.411373570689318
0.1015,-2.23420407792035
0.102,2.22987643480392
0.1025,-0.371648090315164
0.103,-1.77793317846884
0.1035,2.47707717629927
0.104,-1.11851066890825
0.1045,-1.1464522857481
0.105,2.48167931815983
0.1055,-1.75525113483718
0.106,-0.403205650101045
0.1065,2.24401158254171
0.107,-2.21974015203426
0.1075,0.379816031500957
0.108,1.78839966039678
